Depth,Depth_Decay,Depth_Start,Dropout_Rate,Width,epoch0,epoch100,epoch200,epoch300,epoch400,epoch500,epoch600,epoch700,epoch800,epoch900,epoch1000,epoch1100,epoch1200,epoch1300,epoch1400,epoch1500,epoch1600,epoch1700,epoch1800,epoch1900,epoch2000,epoch2100,epoch2200,epoch2300,epoch2400,epoch2500,epoch2600,epoch2700,epoch2800,epoch2900,epoch3000,epoch3100,epoch3200,epoch3300,epoch3400,epoch3500,epoch3600,epoch3700,epoch3800,epoch3900,epoch4000
3,0.4,100,0.15,100,0.601147,0.760647,0.760647,0.767199,0.783374,0.803849,0.828829,0.838657,0.841728,0.845004,0.848075,0.850327,0.851146,0.849918,0.851761,0.852989,0.853399,0.854627,0.853603,0.854832,0.854013,0.855446,0.854627,0.855651,0.856265,0.856675,0.856879,0.857084,0.856265,0.857289,0.856061,0.855856,0.85606,0.856265,0.857084,0.856879,0.857494,0.856879,0.856265,0.856675,0.856265
3,0.4,100,0.15,150,0.38964,0.764537,0.763923,0.768632,0.788902,0.811834,0.833947,0.841728,0.84398,0.844185,0.847461,0.848689,0.851556,0.85217,0.851556,0.853399,0.854832,0.855241,0.854627,0.856061,0.855651,0.85647,0.856879,0.856675,0.856675,0.857698,0.857698,0.857698,0.858108,0.858313,0.858313,0.858313,0.856675,0.857289,0.858313,0.857903,0.858722,0.860155,0.859746,0.858517,0.859132
3,0.4,100,0.15,200,0.502457,0.760647,0.76208,0.772318,0.791564,0.815929,0.83579,0.840704,0.844185,0.847461,0.849099,0.851761,0.852375,0.853399,0.853808,0.855037,0.855037,0.855856,0.856265,0.855856,0.857289,0.856675,0.856675,0.855446,0.856675,0.857698,0.857289,0.857494,0.857084,0.856265,0.85647,0.857494,0.85647,0.858108,0.85606,0.856675,0.855446,0.856879,0.856879,0.858313,0.85647
3,0.4,100,0.15,250,0.612408,0.760647,0.764947,0.780508,0.799959,0.825143,0.84009,0.841114,0.844185,0.846642,0.848689,0.850327,0.85258,0.850737,0.851965,0.854832,0.855856,0.856675,0.853399,0.852989,0.855856,0.85647,0.85606,0.85647,0.855651,0.855856,0.855856,0.855856,0.85647,0.856675,0.857084,0.856879,0.857289,0.856675,0.857289,0.857289,0.858722,0.857698,0.857903,0.858108,0.857903
3,0.4,100,0.15,300,0.713145,0.760442,0.766175,0.79095,0.81511,0.829443,0.840295,0.845004,0.848485,0.848485,0.851761,0.852375,0.853603,0.853399,0.854627,0.853603,0.855241,0.857494,0.857698,0.857084,0.858927,0.859746,0.856879,0.857698,0.860155,0.859132,0.860155,0.857903,0.86036,0.86036,0.858722,0.858108,0.86036,0.860565,0.858313,0.860565,0.86036,0.86077,0.861793,0.860155,0.86036
3,0.4,100,0.15,350,0.317772,0.761056,0.775389,0.798321,0.824529,0.84009,0.842547,0.846642,0.847461,0.849099,0.850123,0.849304,0.851146,0.850942,0.852989,0.853808,0.854832,0.855037,0.857289,0.856675,0.857084,0.858108,0.858108,0.858722,0.858108,0.858108,0.858517,0.858313,0.858517,0.858722,0.858927,0.86036,0.857698,0.859132,0.858927,0.857903,0.857289,0.857903,0.859336,0.859336,0.859541
3,0.4,100,0.2,50,0.25778,0.764537,0.762899,0.764332,0.777641,0.804463,0.832514,0.844185,0.846847,0.848894,0.850123,0.853194,0.851351,0.853808,0.854422,0.855241,0.853603,0.857289,0.856675,0.857084,0.858722,0.85647,0.85647,0.858722,0.858722,0.857494,0.858313,0.859746,0.858313,0.859132,0.859336,0.859132,0.860155,0.859951,0.858927,0.858313,0.857494,0.858108,0.859541,0.860155,0.86077
3,0.4,100,0.2,100,0.748976,0.760647,0.760647,0.760852,0.773751,0.805897,0.833743,0.843161,0.846232,0.847256,0.848689,0.850327,0.851965,0.853194,0.852375,0.850532,0.852989,0.852784,0.853194,0.851965,0.855037,0.854627,0.854627,0.85647,0.855651,0.855037,0.85606,0.854422,0.856265,0.855651,0.854832,0.855037,0.857494,0.857289,0.857084,0.85647,0.856265,0.856675,0.857289,0.858108,0.857494
3,0.4,100,0.2,150,0.238124,0.760852,0.761056,0.773546,0.79873,0.82801,0.842956,0.84398,0.847461,0.84828,0.848075,0.851146,0.850942,0.85258,0.854422,0.854832,0.855037,0.855241,0.856675,0.85606,0.856879,0.857084,0.856675,0.857289,0.855856,0.857698,0.857698,0.857289,0.859336,0.858517,0.857289,0.857494,0.859541,0.859746,0.858313,0.859541,0.859541,0.86036,0.858108,0.86036,0.859541
3,0.4,100,0.2,200,0.739353,0.760647,0.76208,0.777232,0.807944,0.83149,0.842137,0.844799,0.847256,0.848894,0.85217,0.853194,0.855856,0.857903,0.858108,0.858722,0.858313,0.857698,0.858108,0.858722,0.859336,0.859951,0.86036,0.861589,0.86077,0.86077,0.861793,0.862203,0.86036,0.861998,0.860565,0.860974,0.861793,0.861793,0.86077,0.862612,0.861384,0.862612,0.862203,0.863022,0.860974
3,0.4,100,0.2,250,0.748567,0.761261,0.773751,0.802621,0.831081,0.840499,0.84398,0.848485,0.851761,0.851965,0.854013,0.854422,0.855241,0.855651,0.856879,0.858517,0.85606,0.856879,0.856879,0.857698,0.856879,0.857903,0.85647,0.857084,0.857289,0.857084,0.857289,0.857698,0.858108,0.857903,0.858313,0.857084,0.858517,0.858927,0.858722,0.858313,0.859746,0.859746,0.858313,0.858517,0.860974
3,0.4,100,0.2,300,0.7543,0.762285,0.782555,0.812449,0.826986,0.840295,0.841933,0.847666,0.847461,0.849304,0.851761,0.851761,0.852375,0.853808,0.85647,0.856265,0.856675,0.857289,0.857289,0.857698,0.857084,0.858313,0.857289,0.857289,0.857903,0.857903,0.857084,0.85606,0.858518,0.860565,0.86077,0.86077,0.860155,0.863431,0.861179,0.860565,0.859746,0.861589,0.861179,0.862203,0.861384
3,0.4,100,0.2,350,0.608108,0.763513,0.787674,0.816953,0.83968,0.84439,0.847051,0.849508,0.850532,0.85217,0.852784,0.853603,0.855856,0.857289,0.857494,0.857084,0.857494,0.857289,0.858517,0.856061,0.857903,0.858108,0.856265,0.858517,0.859746,0.859746,0.856879,0.858517,0.859132,0.858722,0.858927,0.857903,0.859132,0.858927,0.859336,0.859541,0.861384,0.861179,0.861179,0.861384,0.861793
3,0.4,100,0.25,50,0.749795,0.760647,0.760647,0.761056,0.774979,0.812244,0.83968,0.847666,0.849918,0.852375,0.852375,0.853604,0.855241,0.855446,0.854013,0.853194,0.856675,0.854627,0.854422,0.855856,0.855856,0.857494,0.857698,0.858108,0.856675,0.857698,0.85647,0.857698,0.857698,0.857698,0.858517,0.857903,0.857903,0.857084,0.857084,0.857903,0.858108,0.857698,0.858108,0.857699,0.858313
3,0.4,100,0.25,100,0.62285,0.760647,0.760647,0.772522,0.805897,0.836814,0.846437,0.849099,0.848894,0.850123,0.851146,0.851556,0.850532,0.854013,0.854832,0.853399,0.854832,0.854832,0.854218,0.856675,0.856879,0.857084,0.857084,0.857084,0.856879,0.858313,0.858722,0.858313,0.858108,0.857494,0.857698,0.858517,0.858517,0.858927,0.858722,0.859132,0.857903,0.858108,0.858517,0.860565,0.859951
3,0.4,100,0.25,150,0.334562,0.761671,0.763923,0.786241,0.824324,0.841933,0.847051,0.851556,0.852989,0.855241,0.854832,0.853808,0.855856,0.857494,0.856879,0.857289,0.859951,0.858517,0.857698,0.858108,0.859336,0.859951,0.858722,0.859951,0.857903,0.857903,0.859746,0.857903,0.858722,0.857903,0.858108,0.858517,0.860974,0.861179,0.858517,0.859336,0.859541,0.86036,0.857494,0.858108,0.859746
3,0.4,100,0.25,200,0.757371,0.760647,0.77068,0.79873,0.830467,0.83968,0.845823,0.849918,0.853194,0.855446,0.85606,0.857903,0.858313,0.856879,0.857494,0.859951,0.857903,0.859746,0.857289,0.858313,0.857494,0.857698,0.859541,0.860565,0.86036,0.858313,0.859132,0.859541,0.859541,0.857084,0.858927,0.860155,0.86036,0.859336,0.860974,0.861793,0.861793,0.861793,0.861793,0.860565,0.862817
3,0.4,100,0.25,250,0.238943,0.766789,0.778051,0.803235,0.829648,0.840295,0.847052,0.849508,0.851351,0.853194,0.853603,0.855856,0.856879,0.856265,0.858313,0.859541,0.857084,0.859132,0.859336,0.859746,0.858722,0.859132,0.859951,0.859541,0.86036,0.859541,0.859132,0.858313,0.859746,0.860155,0.858722,0.859541,0.859541,0.859746,0.861589,0.860155,0.859132,0.86036,0.860974,0.860155,0.861179
3,0.4,100,0.25,300,0.414824,0.760647,0.770065,0.809992,0.834971,0.844594,0.843161,0.846642,0.849713,0.852784,0.855241,0.855446,0.85606,0.85647,0.856265,0.857903,0.858108,0.858108,0.858108,0.858108,0.857289,0.858517,0.860155,0.858927,0.860565,0.858313,0.859336,0.858313,0.858722,0.86036,0.859951,0.858927,0.86036,0.86077,0.860565,0.861384,0.861384,0.861589,0.861998,0.862408,0.862203
3,0.4,100,0.25,350,0.601147,0.769656,0.792383,0.833128,0.84009,0.844799,0.846232,0.849918,0.850327,0.85217,0.854832,0.855856,0.855037,0.857084,0.857903,0.857494,0.857698,0.858517,0.858517,0.858313,0.858517,0.859132,0.860565,0.860974,0.860155,0.860155,0.861179,0.861793,0.86036,0.86077,0.859951,0.862408,0.862408,0.863636,0.864046,0.863227,0.863841,0.861384,0.863022,0.863022,0.863636
3,0.4,150,0.15,50,0.760852,0.760647,0.762285,0.78706,0.822686,0.839271,0.843161,0.84828,0.851351,0.852375,0.854422,0.855651,0.855241,0.855651,0.85606,0.855651,0.85647,0.858517,0.854218,0.855446,0.856675,0.856675,0.855856,0.857494,0.85647,0.857289,0.857494,0.856675,0.856265,0.859336,0.85606,0.858517,0.859336,0.859336,0.858108,0.858108,0.858517,0.857084,0.857698,0.858722,0.860565
3,0.4,150,0.15,100,0.753276,0.760647,0.763513,0.784603,0.826781,0.842752,0.846028,0.847461,0.849918,0.849918,0.851965,0.852989,0.854013,0.85647,0.855037,0.85606,0.858108,0.857289,0.857084,0.858313,0.857084,0.856675,0.857903,0.859336,0.858927,0.859541,0.857903,0.858927,0.859336,0.858108,0.859541,0.859746,0.86036,0.861384,0.86077,0.861793,0.861179,0.860565,0.862817,0.86036,0.861793
3,0.4,150,0.15,150,0.362203,0.760647,0.760852,0.769042,0.797092,0.829648,0.843775,0.846847,0.85217,0.850942,0.851965,0.854627,0.855241,0.85606,0.85647,0.856879,0.856879,0.85647,0.856879,0.857084,0.858108,0.856879,0.857084,0.857289,0.857289,0.858517,0.857494,0.857698,0.858927,0.857903,0.858927,0.858517,0.858108,0.858927,0.858722,0.858313,0.858313,0.86036,0.860155,0.859336,0.859336
3,0.4,150,0.15,200,0.607084,0.764537,0.770065,0.79054,0.8233,0.840909,0.843366,0.847666,0.849508,0.849918,0.851146,0.850123,0.852784,0.852784,0.855037,0.855241,0.855037,0.855856,0.856265,0.855037,0.855446,0.858108,0.85606,0.856879,0.858517,0.858927,0.858927,0.857903,0.859336,0.859336,0.86036,0.860155,0.858722,0.859541,0.859951,0.859951,0.859336,0.860565,0.860565,0.860565,0.860565
3,0.4,150,0.15,250,0.723587,0.760647,0.766175,0.797092,0.827395,0.841728,0.844594,0.848689,0.851351,0.852989,0.855856,0.855241,0.855651,0.85647,0.857494,0.856265,0.856675,0.855651,0.857289,0.857494,0.857698,0.859336,0.858108,0.858722,0.857698,0.85647,0.856675,0.857289,0.857698,0.857289,0.858517,0.858108,0.859336,0.860974,0.858927,0.858927,0.858108,0.859336,0.859336,0.859336,0.859132
3,0.4,150,0.15,300,0.252047,0.763104,0.767813,0.790131,0.815315,0.834357,0.843161,0.847256,0.847666,0.850737,0.852784,0.854218,0.853399,0.854422,0.85606,0.85606,0.857084,0.858313,0.85647,0.858313,0.859132,0.857903,0.857698,0.857698,0.857903,0.858108,0.857698,0.85647,0.858927,0.858108,0.858108,0.857903,0.858517,0.860565,0.861384,0.860565,0.859746,0.86077,0.858108,0.860155,0.859746
3,0.4,150,0.15,350,0.761671,0.763923,0.78235,0.814087,0.832924,0.839885,0.845209,0.846642,0.850123,0.851351,0.855037,0.855241,0.858313,0.858722,0.855651,0.856675,0.858927,0.860974,0.858108,0.859336,0.859746,0.859132,0.859541,0.860155,0.859541,0.858517,0.859951,0.861179,0.859746,0.861384,0.861384,0.860155,0.860974,0.861793,0.86077,0.860565,0.861589,0.861793,0.861793,0.862203,0.861998
3,0.4,150,0.2,50,0.312449,0.761056,0.762285,0.783169,0.827395,0.841114,0.847461,0.85258,0.854627,0.853399,0.854627,0.854832,0.855856,0.859541,0.857698,0.855856,0.85606,0.857494,0.857084,0.855446,0.85606,0.85606,0.857494,0.858517,0.857084,0.857698,0.858927,0.858927,0.859951,0.859746,0.859746,0.858517,0.857699,0.859132,0.859132,0.859951,0.859746,0.859951,0.858313,0.859336,0.859541
3,0.4,150,0.2,100,0.238943,0.762694,0.761875,0.771703,0.811834,0.840704,0.849304,0.850532,0.851146,0.853194,0.855856,0.855651,0.858108,0.857494,0.858722,0.857698,0.857903,0.859336,0.859951,0.859336,0.861179,0.862203,0.861384,0.861179,0.857084,0.860155,0.859132,0.86036,0.860155,0.859132,0.859746,0.859541,0.862612,0.859541,0.861384,0.86036,0.862817,0.861793,0.861998,0.861384,0.860974
3,0.4,150,0.2,150,0.273546,0.760647,0.763104,0.78276,0.826372,0.845823,0.849099,0.85258,0.851965,0.851146,0.854627,0.855241,0.854013,0.85647,0.856879,0.857903,0.857084,0.857494,0.85647,0.858313,0.857289,0.857289,0.858313,0.856879,0.858313,0.857698,0.857903,0.858108,0.857698,0.857289,0.858927,0.857903,0.858722,0.859132,0.859746,0.858927,0.859746,0.859132,0.860974,0.860155,0.86036
3,0.4,150,0.2,200,0.75819,0.760647,0.770884,0.805282,0.835381,0.842752,0.846028,0.848894,0.849304,0.85217,0.853399,0.852375,0.853808,0.855241,0.855446,0.857289,0.857903,0.858108,0.858108,0.858722,0.859336,0.859132,0.858313,0.859951,0.858927,0.859132,0.858722,0.861179,0.858927,0.857698,0.86036,0.860155,0.857494,0.857698,0.856675,0.859336,0.859951,0.86036,0.86036,0.863431,0.861384
3,0.4,150,0.2,250,0.560197,0.760647,0.769246,0.799754,0.833128,0.842137,0.848689,0.85258,0.851965,0.854832,0.85606,0.855856,0.856879,0.858517,0.855856,0.857903,0.855651,0.857903,0.859132,0.857084,0.858927,0.857698,0.859132,0.857698,0.858517,0.859541,0.858722,0.86036,0.858927,0.861384,0.860155,0.861179,0.861179,0.860565,0.859951,0.859541,0.861793,0.859132,0.859951,0.861179,0.86036
3,0.4,150,0.2,300,0.688984,0.761671,0.785217,0.823096,0.838657,0.846642,0.850123,0.85217,0.852989,0.853808,0.855446,0.855856,0.85647,0.85647,0.857289,0.857084,0.857698,0.858517,0.856879,0.858722,0.861179,0.860155,0.858722,0.860155,0.859541,0.860974,0.859746,0.86077,0.861179,0.861998,0.86036,0.861179,0.861179,0.861589,0.862612,0.863022,0.861998,0.863022,0.861793,0.863431,0.862817
3,0.4,150,0.2,350,0.536445,0.763923,0.794431,0.830671,0.839271,0.847666,0.848894,0.850123,0.851556,0.852989,0.854218,0.855446,0.856061,0.858313,0.856675,0.856879,0.858313,0.857699,0.857289,0.859541,0.859132,0.859541,0.860974,0.860974,0.86077,0.859541,0.860155,0.859541,0.861589,0.859746,0.861384,0.861384,0.859132,0.860974,0.862817,0.861998,0.862612,0.861793,0.861998,0.86466,0.862612
3,0.4,150,0.25,50,0.263514,0.760647,0.760852,0.770065,0.834971,0.846232,0.850327,0.853603,0.854627,0.855856,0.855651,0.855856,0.856879,0.858722,0.857903,0.857903,0.86036,0.859541,0.861179,0.860974,0.860155,0.860155,0.861179,0.860155,0.860155,0.860974,0.86036,0.86036,0.861793,0.863227,0.862817,0.861793,0.863022,0.86466,0.863431,0.865274,0.865684,0.864455,0.866093,0.865274,0.865888
3,0.4,150,0.25,100,0.745291,0.760647,0.761875,0.797092,0.83968,0.847461,0.851556,0.851761,0.854013,0.854218,0.85258,0.855446,0.855651,0.856265,0.85647,0.857084,0.856675,0.858722,0.856265,0.859336,0.858517,0.858927,0.859132,0.856265,0.855446,0.858517,0.86036,0.859336,0.86077,0.860974,0.860155,0.860155,0.861384,0.859746,0.861589,0.861589,0.861589,0.862408,0.860565,0.861384,0.86077
3,0.4,150,0.25,150,0.320434,0.763104,0.778665,0.81511,0.843366,0.849713,0.850327,0.85258,0.854627,0.854627,0.855651,0.855446,0.854832,0.858108,0.858722,0.858313,0.858722,0.856675,0.858927,0.859541,0.86077,0.858313,0.857494,0.859336,0.858927,0.858927,0.860974,0.859336,0.858313,0.86077,0.859746,0.861793,0.861384,0.860565,0.859336,0.857084,0.858722,0.859541,0.860565,0.861998,0.861793
3,0.4,150,0.25,200,0.399058,0.76208,0.77846,0.820434,0.841933,0.842137,0.848075,0.849099,0.851761,0.852989,0.854013,0.855037,0.855241,0.856675,0.857289,0.855651,0.858517,0.857289,0.858722,0.858313,0.858108,0.856879,0.859132,0.857084,0.857494,0.858108,0.858517,0.859746,0.860155,0.859336,0.859132,0.86036,0.859746,0.858927,0.859541,0.861384,0.859746,0.860155,0.86036,0.86077,0.860974
